Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.598909951,2/24/2016,13,1.00,0.5,0.40,0.01,92.00,28.32,28.65,29.44,236.25,,
0.636962529,10/9/2017,11,0.00,10,25.86,16.00,54.56,2.68,29.14,29.93,4035.25,,
0.582347008,10/2/2017,11,0.76,10,26.03,11.25,40.88,9.96,29.4,30.2,1919.25,,
0.132605784,7/15/2017,6,0.26,9.92,16.84,15.92,86.19,0.00,29.39,30.18,245.43,,
0.888555092,8/9/2016,9,0.00,10,25.86,19.49,64.76,1.41,29.23,30.03,2354,,
0.735351354,9/18/2017,8,0.56,10,21.65,18.06,79.84,6.92,29.3,30.09,829.25,,
0.117517469,2/17/2016,13,1.00,10,1.68,-2.24,76.49,6.68,29.46,30.26,675.5,,
0.503674344,9/7/2017,7,0.00,10,11.87,9.53,81.64,6.68,29.31,30.1,638.25,,
0.137849802,5/23/2016,7,0.00,10,19.45,8.36,46.56,9.08,29.26,30.05,1056.5,,
0.250718801,3/21/2017,14,0.84,10,12.08,0.79,46.84,13.80,29.42,30.22,2026,,
0.223822639,9/1/2016,10,0.00,10,23.37,13.84,55.40,12.36,29.36,30.16,3795.25,,
0.003483806,8/12/2016,10,0.83,10,29.77,25.62,74.96,10.62,29.09,29.88,2367.75,,
0.194437664,6/17/2017,6,0.00,10,22.66,20.28,83.28,11.40,28.91,29.7,77.35,,
0.854979235,6/21/2016,11,0.04,10,26.49,15.76,49.12,11.88,29.27,30.06,4200.25,,
0.888441485,9/3/2017,14,0.15,10,27.45,15.35,46.12,6.96,29.24,30.03,3733.5,,
0.349224305,1/21/2017,17,0.00,10,12.61,10.42,81.84,4.48,28.76,29.54,0.64,,
0.126620615,11/13/2016,16,0.00,10,10.71,1.43,48.64,8.40,29.31,30.11,78.01,,
0.979708731,2/29/2016,13,0.00,10,13.17,0.79,41.48,18.80,29.15,29.94,4480.75,,
0.850057684,7/7/2016,17,0.80,10,27.59,22.92,75.00,11.24,28.99,29.78,1842.25,,
0.603179271,6/11/2016,16,0.39,10,32.83,17.98,38.00,10.89,29.2,29.99,2234.5,,
0.659541568,9/7/2016,7,0.00,9.96,25.29,23.77,87.12,9.04,29.3,30.09,531.25,,
0.202402724,6/14/2016,10,0.14,10,28.47,22.70,70.72,8.32,29.09,29.88,3653.5,,
0.600702576,10/24/2017,13,1.00,6.63,6.64,5.30,91.15,17.85,28.99,29.78,812.25,,
0.217602754,4/19/2016,16,0.00,10,24.80,4.72,25.40,9.80,29.3,30.09,818.75,,
0.83088595,5/29/2016,9,0.15,10,26.04,16.98,57.04,10.44,29.28,30.07,2920,,
0.177492237,11/19/2016,9,1.00,10,2.20,-1.34,74.56,23.36,29.41,30.21,1172,,
0.858079632,8/5/2016,7,0.00,10,23.65,20.60,84.00,0.00,29.12,29.94,858.25,,
0.330413429,6/13/2017,8,0.14,10,29.42,23.56,69.08,8.88,29.22,30.01,2117.75,,
0.217105086,4/22/2017,9,0.00,10,10.51,3.25,59.96,21.96,29.34,30.13,2057,,
0.246030604,2/13/2017,9,0.00,10,1.19,-1.54,79.96,7.00,29.58,30.38,3118.5,,
0.059480796,7/7/2017,7,0.00,10,26.57,22.60,74.20,10.32,29.14,29.93,372.5,,
0.677730569,8/14/2017,17,0.88,10,27.61,18.56,54.48,7.32,29.04,29.83,1444.25,,
0.216807376,12/18/2016,14,0.44,10,-12.17,-14.95,79.72,11.04,29.75,30.55,1576,,
0.121054029,7/5/2017,16,0.62,10,28.60,22.34,65.40,5.36,29.26,30.05,762,,
0.864572177,4/22/2016,15,0.97,9.89,13.66,10.16,77.97,13.59,29.25,30.05,3824.5,,
0.692388759,2/22/2017,17,0.00,10,18.88,13.65,67.64,8.92,28.92,29.71,33.75,,
0.474139518,9/2/2016,17,0.00,10,22.95,13.38,50.64,7.24,29.36,30.16,1420.5,,
0.376313457,9/16/2016,8,0.42,10,22.90,20.02,81.68,7.76,29.26,30.05,1011.75,,
0.378676222,7/12/2017,14,0.53,10,31.78,25.58,66.72,4.20,29.17,29.96,2938.5,,
0.008747643,2/20/2016,12,0.00,10,18.17,4.87,41.36,10.20,29.15,29.94,4551,,
0.595703463,9/3/2016,10,0.00,10,23.16,16.66,65.68,5.04,29.41,30.21,3729.25,,
0.174630146,3/10/2017,16,0.26,10,2.41,-17.35,21.72,15.08,29.6,30.4,835.25,,
0.504229933,4/11/2017,15,0.43,10,13.67,5.66,55.20,10.12,29.44,30.24,2564.25,,
0.28494045,4/4/2017,7,1.00,3.33,10.96,10.47,94.90,10.36,28.89,29.68,125.48,,
0.660212624,3/20/2016,6,0.54,10,1.32,-0.20,87.56,9.60,29.36,30.15,1.97,,
0.769561327,8/29/2017,8,0.00,10,20.50,17.56,80.92,0.12,29.26,30.05,1688.75,,
0.337914251,5/10/2017,9,0.28,9.88,20.53,16.00,77.28,6.52,29.17,29.96,3057.25,,
0.964247835,3/3/2016,9,1.00,2.69,1.24,-0.16,94.20,7.46,29.21,30,205,,
0.880911601,7/21/2016,8,0.38,8.47,27.82,25.67,83.59,7.53,29.33,30.13,966.5,,
0.118293413,7/24/2016,9,0.19,7,29.36,25.60,82.00,9.00,29.17,29.99,2739.25,,
0.07577598,2/14/2017,16,0.00,10,9.61,1.46,56.24,13.12,29.02,29.81,439.75,,
0.26217003,10/3/2017,15,1.00,10,22.44,20.58,86.04,14.32,29.51,30.31,894,,
0.111736153,9/6/2016,15,0.63,10,32.06,24.10,60.60,10.04,29.29,30.08,2354.5,,
0.857444743,12/7/2016,12,0.42,10,1.14,-3.62,21.46,12.44,8.53,30.15,3502.5,,
0.704031942,5/22/2017,9,0.00,10,17.97,9.28,54.16,9.16,29.3,30.09,3485.25,,
0.098653372,1/25/2017,10,0.88,10,9.08,6.59,82.89,21.96,28.74,29.52,1343.5,,
0.05492057,7/31/2017,7,0.02,10,22.54,16.91,67.48,2.16,29.41,30.21,785.25,,
0.513318237,12/10/2016,6,0.04,10,-5.27,-7.99,21.93,5.72,8.54,30.55,0,,
0.889667029,9/9/2017,11,0.00,10,23.80,13.86,53.84,11.52,29.56,30.36,4404,,
0.455673806,10/19/2017,12,0.00,7.44,22.76,11.98,50.68,1.16,29.38,30.18,4079.5,,
0.529213372,2/14/2016,14,1.00,1.9,-6.62,-8.29,84.00,15.69,29.3,30.09,1043,,
0.485950627,11/22/2016,13,0.00,10,7.55,-0.08,58.56,13.12,29.42,30.22,2207.75,,
0.409645741,7/24/2016,10,0.00,9,30.10,25.60,77.00,11.00,29.16,29.98,3449,,
0.14926113,8/5/2017,8,0.00,10,20.73,15.42,67.88,5.00,29.3,30.09,1983.5,,
0.232703613,9/27/2016,7,0.00,10,14.15,8.24,66.56,8.28,29.15,29.94,499.25,,
0.8437157,9/7/2016,6,0.00,9.84,23.25,23.05,93.00,7.60,29.3,30.09,33.85,,
0.13383505,9/6/2017,8,0.03,10,14.28,9.99,74.88,8.56,29.23,30.02,1981.5,,
0.750799145,2/15/2016,11,1.00,2.42,-1.53,-1.52,92.16,7.72,29.11,29.9,1204,,
0.501617559,2/26/2016,9,0.00,10,-0.37,-4.24,72.12,9.00,29.51,30.31,3085.5,,
0.555294996,1/26/2017,7,1.00,4.53,-0.21,-0.72,92.32,19.80,29.04,29.83,52.11,,
0.382138555,2/2/2016,14,1.00,0.92,9.99,9.27,97.38,15.76,28.76,29.54,133.75,,
0.881046483,12/8/2016,9,0.04,9,-6.09,-9.31,21.70,19.40,8.54,30.36,803,,
0.177251598,10/29/2016,11,0.00,10,25.25,15.80,56.40,20.04,29.21,30,2722,,
0.251852592,7/3/2017,11,0.00,10,30.16,17.83,46.41,3.00,29.27,30.07,1458.75,,
0.021071372,6/25/2017,16,0.45,10,22.97,8.30,38.84,14.92,29.34,30.13,822.75,,
0.055959546,5/9/2016,17,1.00,8.88,16.57,15.60,87.84,16.08,29.09,29.88,288.5,,
0.311526594,8/9/2016,8,0.21,10,23.95,18.96,73.83,2.53,29.23,30.03,1787.75,,
0.997318857,10/14/2017,10,0.41,10,25.03,17.05,61.04,14.24,29.24,30.03,2113,,
0.756927292,8/23/2016,14,0.15,10,26.36,17.96,57.60,10.68,29.39,30.18,3643.75,,
0.19485356,5/9/2016,8,1.00,6.46,14.05,12.29,92.08,10.89,29.13,29.92,636,,
0.196277221,9/16/2017,17,0.02,10,29.37,16.03,41.44,3.72,29.23,30.02,1121.25,,
0.4039655,7/11/2016,15,0.44,10,29.77,21.70,61.00,13.00,29.16,29.98,3091.25,,
0.053052383,7/13/2017,6,0.91,7.9,24.59,24.27,92.78,6.96,29.24,30.03,183,,
0.641970769,11/15/2016,9,0.00,9.88,7.81,6.72,85.04,6.08,29.15,29.94,3178.5,,
0.808362463,10/23/2016,16,0.00,10,22.77,11.56,46.28,11.52,29.17,29.96,1445,,
0.128211698,8/31/2016,10,0.38,10,26.16,22.44,76.68,2.80,29.27,30.06,1844.75,,
0.768030712,5/1/2016,10,1.00,4.67,13.87,12.62,94.85,7.58,29.17,29.96,1323.25,,
0.777729153,7/18/2016,8,0.60,10,25.26,24.59,86.92,5.44,29.37,30.17,1319,,
0.648637096,6/11/2016,10,0.28,10,31.08,20.42,52.48,15.12,29.26,30.05,3295.5,,
0.509859263,6/20/2017,8,0.00,10,24.20,15.45,58.72,7.96,29.24,30.03,802,,
0.640878107,9/26/2017,13,0.44,10,32.42,16.78,39.00,8.88,29.17,29.96,2462.5,,
0.311399655,8/7/2016,14,0.47,10,26.85,15.07,46.33,5.11,29.24,30.03,2217.5,,
0.618323879,6/17/2017,9,0.00,10,25.31,20.90,74.84,9.16,28.92,29.71,773.75,,
0.690316507,1/20/2017,10,1.00,4.18,7.99,8.12,99.33,7.86,28.89,29.68,875.5,,
0.416785288,2/23/2017,15,0.62,9.92,15.86,11.73,73.72,12.68,28.91,29.69,444,,
0.938029586,1/29/2017,10,1.00,9.64,-2.28,-5.64,74.46,8.62,29.08,29.87,151.25,,
0.087799151,2/12/2017,17,0.00,10,5.53,-3.78,50.25,18.28,29.49,30.29,32.13,,
0.522985046,5/4/2016,9,0.63,10,12.86,7.38,68.92,17.12,28.96,29.75,1619,,
0.721301814,6/2/2017,9,0.00,10,26.19,7.24,28.68,0.00,29.33,30.12,3394.75,,
0.069727575,7/2/2017,9,0.00,10,26.65,15.33,48.56,7.60,29.31,30.11,1106.75,,
0.012835879,7/8/2016,10,0.65,10,28.22,23.34,73.15,11.09,29.08,29.87,3865.5,,
0.718154518,7/20/2016,11,0.00,10,28.32,22.99,70.16,6.92,29.4,30.2,3645,,
0.608609111,10/11/2017,10,1.00,1.56,14.66,14.49,98.67,11.66,29.25,30.05,462.5,,
0.027773681,1/21/2017,8,0.00,4.36,7.72,7.01,98.28,7.28,28.78,29.56,643.25,,
0.971059226,7/6/2016,8,0.92,10,20.95,20.42,93.00,4.12,29.16,29.95,239.63,,
0.991935176,9/8/2017,7,0.00,10,13.30,9.84,75.96,1.92,29.4,30.2,554,,
0.977641679,10/4/2017,9,0.98,10,23.53,20.04,81.04,9.65,29.55,30.35,726,,
0.700075415,10/27/2017,16,1.00,10,5.94,-1.51,59.96,13.68,29.12,29.91,778.75,,
0.708299919,7/21/2017,8,0.28,10,26.94,23.18,80.28,2.16,29.21,30,2046.25,,
0.977831496,7/9/2017,7,0.00,10,22.05,17.20,72.60,3.00,29.31,30.1,995.75,,
0.589389746,10/12/2016,9,0.62,10,21.02,15.12,65.88,14.56,29.22,30.01,2098,,
0.492789123,1/4/2017,10,0.01,10,-7.64,-11.86,70.88,15.52,29.35,30.14,3166.5,,
0.31897351,8/30/2016,15,0.16,10,27.52,23.68,40.25,7.44,15.45,30.08,2251.75,,
0.411852275,8/28/2017,12,0.15,10,25.91,16.98,58.85,2.68,29.23,30.02,4385,,
0.272320683,2/12/2016,11,1.00,7.44,-3.57,-6.27,78.00,15.32,29.39,30.19,702.5,,
0.794315727,3/6/2016,9,0.42,9.88,4.73,1.18,76.12,15.68,29.46,30.26,3664.5,,
0.718840158,7/15/2016,17,0.03,10,24.35,17.17,63.36,9.04,29.24,30.03,1836.5,,
0.027621085,3/9/2017,9,0.00,10,7.85,-3.48,44.72,14.12,29.34,30.14,3793.25,,
0.80470434,8/6/2017,16,1.00,10,22.14,18.01,76.76,8.44,29.21,30,1065.25,,
0.157318035,4/2/2017,14,0.14,10,17.45,4.82,41.24,15.36,29.2,29.99,4378.75,,
0.08807668,3/5/2017,12,1.00,10,17.08,3.24,38.28,22.04,29.37,30.17,1915.75,,
0.109343635,8/15/2017,16,0.52,10,30.12,21.09,56.84,1.28,29.12,29.91,2525,,
0.176441921,3/9/2017,13,0.28,10,13.29,-4.73,29.20,10.92,29.27,30.06,3231.75,,
0.706056686,2/19/2017,12,0.00,7.04,14.79,9.86,75.76,4.36,29.28,30.07,4374.75,,
0.848852472,7/4/2017,9,0.00,10,28.60,21.16,61.56,0.96,29.28,30.07,1099,,
0.298777701,4/6/2017,10,0.29,10,8.47,3.28,70.88,21.16,29.05,29.84,3358.25,,
0.113615795,3/7/2016,11,1.00,10,11.45,9.29,83.00,16.00,29.16,29.95,606.75,,
0.013215995,7/17/2016,6,0.28,10,19.35,18.35,92.04,5.36,29.31,30.11,264.5,,
0.831681926,1/1/2017,12,0.00,10,3.79,-3.23,60.64,5.48,29.32,30.11,3761,,
0.235853773,11/14/2016,7,0.00,10,3.79,0.86,84.32,6.16,29.22,30.01,524.75,,
0.352941231,8/17/2017,8,0.41,10,24.93,20.83,73.04,10.36,29.05,29.84,1148.5,,
0.342686472,6/19/2017,15,0.01,10,27.24,10.15,33.40,22.72,29.11,29.9,1329,,
0.913379034,3/12/2016,14,1.00,10,14.55,9.74,72.12,9.04,29.24,30.03,705.75,,
0.084955874,4/2/2017,16,0.00,10,18.13,5.22,41.36,10.20,29.15,29.94,2441.5,,
0.83883011,4/9/2017,13,0.00,10,24.40,13.04,47.56,27.16,28.98,29.77,3683.5,,
0.852607631,10/10/2016,13,0.00,10,24.29,7.55,32.56,3.08,29.48,30.28,3077.75,,
0.451078149,8/21/2016,16,0.30,10,23.00,14.83,56.76,8.92,29.23,30.02,2510,,
0.745247914,2/3/2016,11,1.00,7.44,2.78,1.22,86.80,21.40,28.96,29.75,250.5,,
0.305524378,10/28/2017,9,0.92,10,4.28,0.34,76.11,12.19,29.15,29.94,727.25,,
0.733856253,6/5/2016,13,0.45,10,24.04,16.54,60.64,15.12,28.97,29.76,3537,,
0.468936549,9/16/2017,6,0.00,4,16.09,16.15,96.72,0.12,29.31,30.11,22.05,,
0.277616333,11/30/2016,11,0.43,10,5.95,1.94,72.80,12.20,28.87,29.65,3248.75,,
0.269060051,12/18/2016,12,0.54,8.04,-12.93,-15.23,81.12,9.88,29.71,30.51,3097,,
0.304543583,12/10/2016,14,0.04,10,-2.11,-7.84,21.42,7.44,8.54,30.44,467,,
0.973480055,5/3/2017,14,1.00,9.92,10.77,5.01,60.03,8.00,29.31,30.11,1233.75,,
0.566477983,3/22/2017,13,0.00,10,4.60,-5.92,46.56,14.00,29.7,30.5,4714,,
0.940727615,6/29/2016,11,0.00,10,22.75,10.81,45.84,8.08,29.35,30.14,4581.5,,
0.881357122,7/11/2017,9,1.00,4.44,22.15,22.11,92.02,20.25,29.16,29.96,496.2,,
0.284333691,9/16/2017,7,0.00,7.04,19.60,17.69,92.00,3.12,29.33,30.12,517,,
0.401653488,4/16/2016,6,0.00,10,12.13,6.94,70.04,3.84,29.46,30.26,89.56,,
0.819677258,2/3/2017,15,0.00,10,-0.88,-13.58,20.31,11.32,8.54,30.47,2016.25,,
0.653395448,5/18/2017,7,0.52,10,24.19,19.18,71.96,22.00,29.03,29.82,1096.25,,
0.59446642,2/11/2017,8,0.00,10,5.75,5.19,85.88,6.44,29.11,29.9,1270.75,,
0.675249185,4/15/2016,16,0.00,10,24.13,6.61,31.00,8.92,29.34,30.14,2918.75,,
0.247347479,12/16/2016,11,1.00,10,-5.87,-12.00,60.96,15.08,29.31,30.1,605.75,,
0.701116803,3/24/2016,11,0.99,8.07,14.21,13.41,86.86,23.54,28.68,29.47,1492.75,,
0.234997055,12/15/2016,7,0.00,10,-14.66,-18.68,67.80,12.28,29.63,30.43,168.02,,
0.709227695,4/23/2017,9,0.00,10,15.68,1.54,37.24,13.12,29.33,30.12,3640,,
0.335290709,1/17/2017,6,1.00,10,7.07,6.47,92.45,12.96,29.07,29.87,0,,
0.415735053,1/24/2017,17,1.00,10,4.45,2.60,85.84,9.52,29,29.79,0.59,,
0.325800371,5/26/2016,16,0.00,10,26.60,20.24,64.16,10.44,29.08,29.87,2217.75,,
0.485335866,8/2/2017,9,0.00,10,25.46,20.83,71.20,3.84,29.28,30.07,3004,,
0.601892388,10/4/2017,7,0.99,10,20.94,18.95,83.36,4.88,29.55,30.35,63.6,,
0.41568946,1/17/2017,15,1.00,8.04,4.66,3.94,93.51,14.57,29.17,29.96,191.53,,
0.23193303,2/25/2016,17,1.00,10,2.35,-1.20,73.84,9.08,29.31,30.1,40.9,,
0.781786771,3/19/2017,15,0.00,10,12.90,1.19,44.16,10.32,29.44,30.24,3805,,
0.271160969,11/10/2016,11,0.00,10,13.80,6.26,59.16,18.76,29.37,30.17,4296.5,,
0.186667254,8/30/2017,14,0.43,10,25.77,16.73,56.40,7.92,29.27,30.06,3285.25,,
0.992333835,3/4/2017,17,0.00,10,11.10,-0.02,46.40,10.16,29.53,30.33,139.05,,
0.117316756,12/12/2016,10,0.04,9.92,-3.08,-5.43,21.97,11.16,8.53,30.13,1981.25,,
0.225474479,6/16/2016,16,0.42,10,27.73,19.26,58.52,12.60,29.07,29.86,2934.25,,
0.958274171,7/23/2016,14,0.72,10,30.87,25.82,70.00,5.11,29.2,29.99,2572.5,,
0.458618816,6/23/2017,16,0.00,10,26.70,12.71,41.16,9.68,28.97,29.76,1006.75,,
0.636558948,10/24/2016,16,0.00,10,15.17,4.44,46.24,7.00,29.54,30.34,1013.5,,
0.277636222,6/29/2016,7,0.00,10,17.32,11.36,64.56,7.64,29.36,30.16,1105.25,,
0.124836779,1/9/2017,17,0.65,10,-0.52,-3.65,76.04,13.40,29.4,30.19,0,,
0.269121008,3/11/2016,11,0.00,10,10.14,5.54,71.44,7.08,29.56,30.36,4186.75,,
0.878580244,10/23/2016,8,0.14,10,12.93,8.92,74.04,12.04,29.24,30.03,1331.25,,
0.923450132,7/8/2017,10,0.42,10,25.69,17.54,61.92,7.40,29.27,30.06,3589.75,,
0.04795334,10/11/2016,6,0.46,4.96,12.28,10.71,88.56,2.80,29.45,30.25,0,,
0.76581248,2/24/2016,15,1.00,1.04,0.74,0.09,91.73,27.26,28.68,29.47,208.5,,
0.890530692,7/16/2017,16,0.73,10,29.49,22.60,65.00,7.16,29.17,29.96,2686.75,,
0.959679878,2/21/2017,12,0.74,9.04,15.11,13.94,87.72,1.60,29.16,29.95,610.25,,
0.829525537,7/19/2017,17,0.14,10,31.22,26.21,72.53,5.00,29.27,30.06,1900.25,,
0.361852958,9/18/2016,16,0.00,10,28.05,11.54,34.20,2.88,29.16,29.95,2363.25,,
0.648901285,8/17/2016,9,1.00,4.72,23.09,22.92,92.56,5.32,29.36,30.15,1174.75,,
0.789980052,9/27/2017,9,0.56,10,21.23,14.99,69.76,10.32,29.31,30.1,1926.75,,
0.396877514,1/6/2017,12,0.83,7.44,-12.73,-16.97,69.72,9.84,29.48,30.28,494.5,,
0.854488214,6/20/2017,11,0.00,10,28.57,11.22,35.24,9.59,29.2,30,1554.75,,
0.313837954,12/7/2016,16,0.30,10,-0.16,-4.03,21.66,10.12,8.53,30.18,47.36,,
0.455451159,11/21/2016,14,0.00,10,5.19,-4.74,47.72,1.16,29.48,30.28,1940.5,,
0.359658062,7/3/2016,11,1.00,3.48,17.12,16.78,95.56,6.80,29.27,30.06,471.75,,
0.945511332,10/2/2017,6,0.56,10,16.29,12.42,80.45,4.80,29.38,30.18,1.04,,
0.801577857,10/24/2016,14,0.00,10,16.60,5.01,46.80,5.00,29.55,30.35,2507.75,,
0.111619034,11/25/2016,16,1.00,7.04,5.03,3.11,84.76,8.72,29.55,30.35,8.55,,
0.186936127,10/3/2016,16,0.82,10,21.45,13.24,58.64,5.76,29.25,30.04,1569,,
0.422659614,6/21/2017,16,0.00,10,29.27,19.32,56.28,7.00,29.12,29.91,577.75,,
0.255992405,5/5/2016,8,0.43,10,9.10,5.12,73.19,15.84,29.17,29.96,727.75,,
0.299818429,8/31/2016,13,0.54,10,27.81,22.08,68.92,9.92,29.23,30.02,2523.5,,
0.958309292,11/16/2016,15,0.00,10,17.34,8.06,53.20,0.00,29.13,29.92,791.25,,
0.090228745,11/3/2016,13,0.83,10,17.54,13.92,79.60,8.76,29.41,30.21,1840.25,,
0.643876351,3/15/2017,13,0.14,10,-2.04,-8.84,57.56,11.16,29.59,30.39,3766.75,,
0.308260758,9/17/2017,7,0.16,7.96,20.70,18.54,88.80,5.40,29.31,30.1,379.75,,
0.528675531,11/22/2016,12,0.00,10,6.51,-0.04,61.76,14.12,29.44,30.24,962.25,,
0.912953107,8/20/2017,17,0.42,10,29.45,23.01,66.60,4.48,29.23,30.02,701.25,,
0.727074256,4/25/2017,9,0.00,10,21.98,10.83,46.96,11.32,28.93,29.72,3360.75,,
0.784507571,5/2/2017,7,0.02,10,8.99,4.74,74.72,18.16,28.97,29.76,992.5,,
0.814360307,12/2/2016,13,1.00,10,4.60,1.88,77.92,10.20,29.42,30.22,735.75,,
0.301409107,3/18/2016,12,0.00,10,8.87,-2.08,45.48,7.36,29.31,30.1,3581,,
0.70102817,1/25/2017,9,0.03,10,8.72,6.44,84.62,16.42,28.73,29.51,1235,,
0.980472049,5/20/2016,15,1.00,10,18.89,5.52,38.60,13.32,29.26,30.05,631,,
0.188599434,6/14/2016,11,0.63,10,29.53,23.40,69.04,8.76,29.09,29.88,3911.25,,
0.81288678,11/19/2016,14,1.00,10,3.28,-2.74,64.68,21.16,29.46,30.26,459.5,,
0.691049823,11/30/2016,13,1.00,10,4.17,0.68,76.51,16.11,28.86,29.64,404.5,,
0.38211799,11/16/2016,17,0.00,10,11.82,7.22,69.12,1.80,29.14,29.93,0,,
0.809780968,8/9/2017,7,0.00,10,19.86,15.77,74.08,0.20,29.43,30.23,707.5,,
0.310382419,6/1/2017,8,0.00,10,22.96,6.37,33.04,7.60,29.34,30.13,2472.75,,
0.974056906,9/26/2016,14,0.00,10,23.01,1.18,22.68,16.72,29.23,30.02,4368.75,,
0.619403705,6/23/2017,13,0.20,10,25.95,18.43,63.11,11.85,28.95,29.73,650.5,,
0.087981754,4/26/2017,7,0.00,10,20.84,14.27,64.52,21.36,28.69,29.47,704.25,,
0.768499395,4/13/2017,7,0.80,10,13.24,7.17,69.32,9.04,29.48,30.28,416.5,,
0.411183273,2/9/2016,7,1.00,4.66,-7.77,-9.83,82.08,15.60,29.03,29.83,109.58,,
0.026621445,5/17/2016,7,1.00,10,11.40,8.62,79.28,7.44,29.41,30.21,275.75,,
0.608796078,9/30/2017,11,0.00,10,19.13,7.01,45.12,6.72,29.61,30.41,4456.75,,
0.632190643,9/24/2016,11,0.00,10,28.76,20.42,60.76,5.04,29.34,30.14,3978,,
0.289375294,2/3/2017,6,0.16,10,-7.28,-11.67,21.58,7.72,8.54,30.43,0.79,,
0.424226719,8/6/2017,6,1.00,10,17.78,16.71,90.00,4.28,29.25,30.04,35.46,,
0.680892265,1/16/2017,13,1.00,0.17,5.09,4.88,99.84,2.68,29.28,30.07,345.5,,
0.3443311,9/13/2016,17,0.29,10,27.71,20.03,62.04,3.76,29.27,30.06,1130.5,,
0.081980267,5/2/2016,11,1.00,9.92,11.88,8.60,76.48,8.08,29.26,30.05,1170.25,,
0.748852515,3/10/2017,17,0.16,10,1.20,-16.87,24.72,12.48,29.6,30.4,159.83,,
0.945867055,8/7/2017,9,0.98,10,22.04,17.10,71.26,8.85,29.24,30.03,1960,,
0.813209586,11/20/2016,12,0.00,10,1.03,-5.10,63.72,9.24,29.53,30.33,4160,,
0.529125029,2/15/2016,7,1.00,3.08,-3.83,-4.14,94.56,6.72,29.14,29.93,88.08,,
0.925283092,2/15/2017,17,0.00,10,3.25,-5.69,51.05,10.84,29.12,29.91,41.69,,
0.841938209,12/31/2016,7,0.57,10,3.33,-2.90,61.36,15.36,28.89,29.67,72.95,,
0.228823876,5/18/2017,8,0.53,10,25.51,18.83,64.48,18.84,29.04,29.83,2048.75,,
0.723517017,9/22/2017,17,0.22,10,28.80,19.36,55.85,7.33,29.24,30.04,217.5,,
0.412233647,5/24/2017,6,1.00,2.33,13.70,13.68,96.23,6.00,28.78,29.56,139.48,,
0.062163757,3/11/2016,6,0.00,6.44,2.25,2.21,93.68,4.48,29.54,30.34,99.7,,
0.785928954,3/14/2017,7,0.99,10,-6.17,-7.26,85.80,7.36,29.45,30.25,12.66,,
0.787110162,7/10/2017,16,0.90,10,30.64,23.91,67.24,10.00,29.05,29.84,2622.5,,
0.624653965,5/1/2016,12,1.00,7.08,15.43,13.27,89.88,1.28,29.17,29.96,1994.75,,
0.148762443,10/23/2016,14,0.14,5.84,24.21,11.41,42.88,19.16,29.14,29.93,3633.5,,
0.529207294,6/14/2016,6,0.77,5.86,22.13,21.82,92.86,7.93,29.11,29.9,39.56,,
0.390727505,3/19/2016,9,1.00,10,5.41,0.96,72.16,7.72,29.34,30.14,2003,,
0.290531475,5/9/2017,13,0.71,10,24.74,17.05,69.85,11.48,29.09,29.88,4181.5,,
0.161275278,9/22/2017,16,0.17,10,30.42,19.96,53.32,11.85,29.24,30.03,648.75,,
0.98438642,1/31/2017,10,0.73,10,4.99,1.38,75.88,19.08,29.05,29.84,2407.25,,
0.140189988,3/12/2017,8,0.00,10,-2.43,-12.26,47.04,1.08,29.68,30.48,1502,,
0.81994484,4/9/2017,15,0.00,10,24.12,13.73,50.00,29.32,28.95,29.73,2698,,
0.839297528,3/7/2017,15,0.00,10,11.52,0.18,44.80,19.44,29.2,29.99,2933.25,,
0.316492383,7/29/2016,14,0.44,10,27.07,21.90,71.45,10.44,29.11,29.9,3649.25,,
0.073801661,1/29/2017,14,1.00,7.88,-1.79,-5.55,74.28,12.92,29.06,29.86,586.25,,
0.019863212,11/23/2016,16,1.00,4.69,8.01,7.98,96.44,6.51,29.12,29.92,8.04,,
0.767992963,1/17/2017,9,1.00,4.11,5.93,5.91,96.56,14.37,29.13,29.92,437.25,,
0.442719088,11/7/2016,15,0.42,10,18.78,9.31,53.32,2.28,29.47,30.27,745.5,,
0.002341464,4/3/2017,6,0.98,10,11.72,9.14,77.56,7.72,28.82,29.6,5.63,,
0.947420792,7/8/2017,16,0.44,10,27.04,13.84,43.36,7.36,29.24,30.03,3057.75,,
0.63152199,5/22/2016,9,0.00,10,23.89,4.82,27.28,8.24,29.31,30.11,3202.75,,
0.12485734,3/6/2017,6,1.00,10,10.95,8.36,79.76,17.20,29.23,30.02,11.28,,
0.388599621,4/9/2017,16,0.00,10,23.19,12.73,49.16,30.36,28.95,29.73,2073.25,,
0.513078498,8/25/2017,10,0.00,10,21.18,11.00,51.64,8.32,29.45,30.25,3756.5,,
0.502428543,3/6/2017,10,1.00,9.88,12.91,11.91,91.76,21.80,29.19,29.98,316.25,,
0.822566604,4/28/2017,13,0.92,8.92,13.08,12.20,90.96,14.04,29.07,29.86,731.5,,
0.714436308,6/7/2017,7,0.00,10,17.68,10.80,63.00,12.92,29.3,30.09,1184.25,,
0.729901025,2/11/2016,17,0.00,10,-5.62,-13.46,52.72,0.00,29.51,30.31,27.93,,
0.354849863,2/29/2016,15,0.00,10,14.48,2.34,20.67,19.68,8.52,29.93,2665.25,,
